id,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-38733,3,2019-07-10T05:06:44Z,2019-07-10T06:37:59Z,40.679375,-74.003151,40.679375,-74.003151,0,Accident on I-278 Brooklyn Queens Expy Westbound at Exit 26 Hamilton Avenue.,NA,Hamilton Ave,R,Brooklyn,Kings,NY,11231,US,US/Eastern,KJRB,2019-07-10 4:51,75,75,73,29.89,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-795172,2,2020-03-22T21:19:00Z,2020-03-22T22:15:16Z,37.259433,-121.952967,37.259433,-121.952967,0,At CA-85 - Accident.,NA,CA-17 N,R,Campbell,Santa Clara,CA,95008,US,US/Pacific,KSJC,2020-03-22 20:53,54,54,90,29.93,10,SSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1441902,2,2017-09-08T06:48:15Z,2017-09-08T07:47:25Z,40.139156,-83.038452,40.139156,-83.038452,0,Accident on Loch Lomond Dr at OH-315 Olentangy River Rd.,10391,Olentangy River Rd,R,Powell,Delaware,OH,43065-8726,US,US/Eastern,KOSU,2017-09-08 6:53,51.1,NA,92,30.16,10,SW,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1959771,2,2019-02-13T06:53:38Z,2019-02-13T07:22:15Z,39.848904,-104.985672,39.848904,-104.985672,0,Right hand shoulder blocked due to accident on I-25 Southbound at Exit 219 84th Ave.,NA,I-25 S,R,Denver,Adams,CO,80229,US,US/Mountain,KBJC,2019-02-13 6:47,37.4,32.8,22,29.77,10,SSW,5.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-249776,2,2020-11-19T21:31:00Z,2020-11-19T22:27:30Z,34.190579,-114.578467,34.189453,-114.575204,0.202,Stationary traffic on US-95 N - US-95 S from Turtle Mountain Rd (US-95) to CA-62 (US-95) due to accident.,3652,US Highway 95,L,Vidal,San Bernardino,CA,92280,US,US/Pacific,KBLH,2020-11-19 21:52,60,60,32,29.63,10,WSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-168488,2,2018-10-23T08:38:23Z,2018-10-23T09:08:00Z,38.237656,-85.623215,38.237656,-85.623215,0,Right hand shoulder blocked due to accident on I-64 Westbound before Exit 12 I-264.,NA,I-64 E,R,Louisville,Jefferson,KY,40220,US,US/Eastern,KLOU,2018-10-23 8:53,46,NA,83,30.22,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2556211,3,2020-05-27T15:14:13Z,2020-05-27T16:13:49Z,40.746819,-73.763954,40.746819,-73.763954,0,Right lane closed due to accident on I-495 Westbound at exit 28.,NA,Long Island Expy E,R,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2020-05-27 14:51,76,76,62,30.18,10,S,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1259819,2,2020-10-30T19:53:30Z,2020-10-30T22:41:30Z,33.762719,-117.472966,33.784783,-117.492121,1.88,Slow traffic on I-15 from Indian Truck Trl (I-15) to Weirick Rd (I-15) due to accident.,NA,Corona Fwy N,R,Corona,Riverside,CA,92883,US,US/Pacific,KAJO,2020-10-30 19:56,66,66,54,29.4,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-941223,4,2020-03-25T20:36:21Z,2020-03-25T21:26:19Z,44.89085,-93.18403,44.89085,-93.18403,0,At MN-110/Mendota Bridge - Accident.,NA,Mendota Brg,R,Saint Paul,Hennepin,MN,55111,US,US/Central,KMSP,2020-03-25 20:36,40,40,93,28.94,9,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1099534,2,2020-10-09T04:16:50Z,2020-10-09T05:46:33Z,38.962399,-76.929207,38.962399,-76.929207,0,Accident on MD-410 East-West Hwy at Taylor Rd.,NA,Taylor Rd,R,Riverdale,Prince George's,MD,20737,US,US/Eastern,KCGS,2020-10-09 4:15,44,44,93,30.15,10,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-1163781,3,2017-04-16T21:20:45Z,2017-04-17T03:20:45Z,26.774205,-80.132878,26.805865,-80.131223,2.19,At SR-710/Bee Line Hwy/Exit 107 - Accident.,NA,Ronald Reagan Tpke,R,West Palm Beach,Palm Beach,FL,33412,US,US/Eastern,KPBI,2017-04-16 20:53,75,NA,64,30.16,10,ENE,16.1,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2878649,3,2018-03-19T21:14:39Z,2018-03-19T22:28:59Z,30.241762,-82.638405,30.241762,-82.638405,0,Accident on I-10 Westbound before Exit 303 US-441.,NA,N US Highway 441,R,Lake City,Columbia,FL,32055,US,US/Eastern,KLCQ,2018-03-19 21:15,60.8,NA,100,29.75,10,South,6.9,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-891386,2,2020-02-17T00:10:00Z,2020-02-17T01:07:08Z,33.929475,-118.246243,33.929475,-118.246243,0,At Wilmington Ave - Accident.,1600,E Imperial Hwy,R,Los Angeles,Los Angeles,CA,90059-2524,US,US/Pacific,KHHR,2020-02-17 0:53,54,54,83,29.92,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2271965,2,2020-12-07T16:11:00Z,2020-12-07T18:09:32Z,33.906544,-117.881487,33.911104,-117.883477,0.335,Incident on CA-57 NB near IMPERIAL HWY Drive with caution.,NA,CA-57 N,R,Fullerton,Orange,CA,92835,US,US/Pacific,KFUL,2020-12-07 15:53,78,78,9,29.83,10,ESE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-366940,4,2019-09-02T07:09:12Z,2019-09-02T08:52:30Z,34.786644,-92.281975,NA,NA,1.690000057,Lane blocked due to accident on I-40 Westbound from I-30 Exits 143A 143B to AR-365 Macarthur Dr.,NA,I-40 W,R,North Little Rock,Pulaski,AR,72118,US,US/Central,KLZK,2019-09-02 6:56,71,71,100,29.75,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2595034,3,2017-02-10T15:18:30Z,2017-02-10T21:18:30Z,37.718827,-122.399432,37.720076,-122.399759,0.088,At Paul Ave - Accident.,NA,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-02-10 14:56,61,NA,60,30.03,10,WNW,13.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-557176,2,2020-10-14T12:11:00Z,2020-10-14T13:18:30Z,42.713781,-123.366669,42.745011,-123.371289,2.17,Slow traffic on I-5 from Speaker Rd/Exit 78 (I-5) to Junction Rd/Exit 80 (I-5) due to accident roadwork.,NA,I-5 N,R,Wolf Creek,Josephine,OR,97497,US,US/Pacific,KSXT,2020-10-14 11:56,54,54,72,26.44,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-151967,2,2020-10-02T13:21:30Z,2020-10-03T04:48:06Z,25.88388,-80.207513,25.883731,-80.209435,0.12,Stationary traffic on FL-924 from NW 5th Ave to Miami due to accident.,545,NW 119th St,R,Miami,Miami-Dade,FL,33168-3430,US,US/Eastern,KOPF,2020-10-02 13:17,78,78,79,29.93,10,NNE,9,0,Thunder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-736899,3,2019-05-05T15:00:48Z,2019-05-05T17:02:02Z,37.663296,-122.105942,37.663296,-122.105942,0,#3 lane blocked due to accident on I-880 Southbound before Exit 29 A St.,NA,I-880 S,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,nan,NA,NA,NA,NA,NA,nan,NA,NA,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1622000,2,2020-10-21T14:12:30Z,2020-10-21T22:58:30Z,36.090523,-86.802518,36.089422,-86.803499,0.094,Queuing traffic from Biltmore Dr to Belmont Park Ter due to accident.,4521,Granny White Pike,R,Nashville,Davidson,TN,37204-4119,US,US/Central,KBNA,2020-10-21 13:53,83,NA,46,29.53,10,nan,NA,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1577030,2,2020-12-02T16:15:00Z,2020-12-02T18:58:08Z,33.896163,-118.193484,33.896173,-118.193362,0.007,Incident on E COMPTON BLVD near S ATLANTIC AVE Drive with caution.,15099,S Atlantic Ave,R,Compton,Los Angeles,CA,90221-3007,US,US/Pacific,KLGB,2020-12-02 15:53,72,72,25,29.95,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-64481,2,2020-02-16T07:54:45Z,2020-02-16T09:10:37Z,37.797779,-121.12532,NA,NA,0,Accident on Ripon Rd at CA-120.,14958,E State Highway 120,R,Ripon,San Joaquin,CA,95366-9741,US,US/Pacific,KMOD,2020-02-16 7:53,47,47,86,30.11,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-246889,2,2018-03-24T02:36:50Z,2018-03-24T03:06:30Z,34.173649,-118.553482,34.173649,-118.553482,0,Slow lane blocked due to accident on US-101 Westbound at Exit 24 Ventura Blvd.,NA,Tampa Ave,R,Tarzana,Los Angeles,CA,91356,US,US/Pacific,KVNY,2018-03-24 2:51,50,NA,89,29.99,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1876624,3,2018-08-12T22:03:45Z,2018-08-13T04:03:45Z,37.36274,-121.88781,37.36372,-121.8982,0.575,Between Oakland Rd and I-880 - Accident.,NA,US-101 N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2018-08-12 21:53,64,NA,80,29.95,10,WNW,5.8,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1968176,2,2016-07-18T11:54:21Z,2016-07-18T17:54:21Z,32.85606,-96.55642,32.85342,-96.56272,0.409,At President George Bush Tpke/Exit 61B - Accident.,NA,US-67 S,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2016-07-18 11:50,89.6,NA,52,30.18,10,South,9.2,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2542019,2,2019-11-27T06:40:37Z,2019-11-27T07:40:01Z,43.060654,-83.762344,43.060654,-83.762344,0,Accident on I-75 Southbound at Exit 122 Pierson Rd.,NA,W Pierson Rd,R,Flint,Genesee,MI,48504,US,US/Eastern,KFNT,2019-11-27 6:41,48,42,89,28.55,2,SSE,16,0.07,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2473722,3,2017-08-24T07:19:40Z,2017-08-24T08:03:23Z,29.442284,-98.4375,29.442284,-98.4375,0,Queueing traffic and right lane blocked due to accident on I-35 Southbound after Shipman Dr.,NA,I-35 S,R,San Antonio,Bexar,TX,78219,US,US/Central,KSAT,2017-08-24 6:51,78.1,NA,76,29.86,10,ENE,4.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1946458,2,2018-12-31T17:52:43Z,2018-12-31T21:52:43Z,43.883026,-124.124839,43.882954,-124.126949,0.105,At Booth Rd - Accident.,82774,Highway 101,L,Florence,Lane,OR,97439,US,US/Pacific,KOTH,2018-12-31 17:56,39,36.8,89,30.41,10,East,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1713297,2,2019-11-08T17:54:00Z,2019-11-08T21:02:44Z,33.896158,-118.193472,33.896158,-118.193472,0,At S Atlantic Ave - Accident.,15101,S Atlantic Ave,R,Compton,Los Angeles,CA,90221-3683,US,US/Pacific,KLGB,2019-11-08 17:53,73,73,34,29.95,10,NW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-1221174,2,2020-06-09T05:14:49Z,2020-06-09T06:16:00Z,39.914284,-104.818939,39.914284,-104.818939,0,Accident on CO-2 near 120th Ave. No recent updates.,NA,E 120th Ave,R,Brighton,Adams,CO,80601,US,US/Mountain,KDEN,2020-06-09 4:53,43,34,86,24.56,6,NW,22,0.11,Rain / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-1527576,2,2019-05-30T06:17:33Z,2019-05-30T07:02:18Z,33.876297,-118.168556,33.876297,-118.168556,0,Right hand shoulder blocked due to accident on CA-91 Westbound after Exit 13 Cherry Ave.,NA,Cherry Ave,R,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2019-05-30 5:53,60,60,78,29.83,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1012602,2,2017-11-10T06:32:23Z,2017-11-10T12:32:23Z,40.80761,-74.18237,40.83116,-74.17805,1.643,Between Hoover Ave/Exit 150 and Watchung Ave/Exit 151 - Accident. Left lane blocked.,NA,Garden State Pkwy S,R,Bloomfield,Essex,NJ,7003,US,US/Eastern,KTEB,2017-11-10 6:51,37.9,28.5,48,30.11,10,NNW,17.3,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-544155,4,2018-12-19T05:16:46Z,2018-12-19T05:46:39Z,32.79197,-96.72898,32.79467,-96.72081,0.51,Closed between Lawnview Ave/Exit 49 and Ferguson Rd/Exit 50 - Road closed due to accident.,NA,R L Thornton Fwy E,R,Dallas,Dallas,TX,75227,US,US/Central,KHQZ,2018-12-19 5:15,50.9,NA,97,29.92,1,SE,6.9,NA,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1276604,2,2018-09-12T05:21:25Z,2018-09-12T05:50:40Z,37.76542,-122.40486,37.772841,-122.40657,0.521,Between US-101 and 7th St/Bryant St - Accident.,NA,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2018-09-12 4:56,55.9,NA,80,29.89,10,WNW,15,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1883903,2,2018-07-04T02:26:57Z,2018-07-04T02:56:29Z,47.630539,-122.173019,47.630539,-122.173019,0,Right lane blocked and right hand shoulder blocked due to accident on WA-520 Westbound at 124th Ave NE.,NA,WA-520 W,R,Bellevue,King,WA,98005,US,US/Pacific,KBFI,2018-07-04 2:53,59,NA,62,29.97,10,Variable,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-570564,2,2019-04-12T11:03:25Z,2019-04-12T11:30:54Z,44.38842,-91.00574,44.38731,-91.00347,0.136,At WI-95/Exit 105 - Accident.,NA,I-94 E,R,Hixton,Jackson,WI,54635,US,US/Central,KBCK,2019-04-12 10:55,36,28,67,28.61,10,SSW,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-196173,2,2020-02-10T05:06:00Z,2020-02-10T06:07:00Z,32.717169,-117.117911,32.717169,-117.117911,0,At CA-15 - Accident.,NA,CA-94 W,R,San Diego,San Diego,CA,92105,US,US/Pacific,KSAN,2020-02-10 5:02,54,54,80,29.8,10,SSW,6,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-277503,2,2017-10-03T09:30:35Z,2017-10-03T10:30:17Z,40.716194,-89.426117,40.716194,-89.426117,0,Accident on Westminster Dr at Dallas Rd.,NA,Dallas Rd,R,Washington,Tazewell,IL,61571,US,US/Central,KPIA,2017-10-03 9:54,73,NA,76,30.25,10,SSW,12.7,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-981722,2,2020-11-28T19:53:54Z,2020-11-28T21:38:08Z,36.888925,-76.219318,36.889373,-76.219643,0.036,Incident on N MILITARY HWY near N MILITARY HWY Drive with caution.,3464,N Military Hwy,R,Norfolk,Norfolk,VA,23518-5611,US,US/Eastern,KORF,2020-11-28 19:59,46,46,89,30.11,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2321679,2,2019-11-07T07:45:34Z,2019-11-07T09:10:09Z,41.87833,-87.620773,41.87833,-87.620773,0,Accident on Jackson Dr at Columbus Dr.,297,E Jackson Dr,R,Chicago,Cook,IL,60603,US,US/Central,KMDW,2019-11-07 7:53,25,13,55,29.77,10,NNW,14,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1709923,2,2020-11-16T02:46:00Z,2020-11-17T06:21:09Z,32.445362,-93.78701,32.444603,-93.786942,0.053,Incident on W CANAL BLVD near MARQUETTE AVE Drive with caution.,2900,Despot Rd,R,Shreveport,Caddo,LA,71108-4408,US,US/Central,KSHV,2020-11-16 2:53,45,45,71,30.1,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2287272,4,2020-04-07T15:01:26Z,2020-04-07T15:16:26Z,32.69133,-96.82327,32.69133,-96.82327,0,At TX-12-LOOP/Exit 421 - Accident. Two lanes blocked.,NA,I-35E S,R,Dallas,Dallas,TX,75216,US,US/Central,KRBD,2020-04-07 14:53,85,85,51,29.12,10,SSW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1360382,2,2020-12-27T15:17:24Z,2020-12-27T18:00:30Z,25.972602,-80.194353,25.973038,-80.194447,0.031,Incident on SAN SIMEON WAY near HOUSE 21411 Drive with caution.,21429,San Simeon Way,L,Miami,Miami-Dade,FL,33179-2082,US,US/Eastern,KHWO,2020-12-27 14:53,74,74,52,30.1,10,ENE,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2846511,2,2020-11-15T04:42:52Z,2020-11-15T11:16:48Z,43.391487,-124.247698,43.391474,-124.24701,0.035,Hazardous debris. Use caution.,2649,Newmark St,L,North Bend,Coos,OR,97459-1142,US,US/Pacific,KOTH,2020-11-15 4:54,54,54,100,30.05,10,SSW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1145330,3,2017-09-29T15:23:35Z,2017-09-29T21:23:35Z,34.13266,-117.95165,34.13064,-117.92973,1.261,Between I-605 and Irwindale Ave - Accident.,NA,Foothill Fwy E,R,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2017-09-29 15:54,91.4,NA,20,29.85,10,WSW,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-614837,2,2016-05-25T17:13:08Z,2016-05-25T23:13:08Z,41.65982,-71.48969,41.66887,-71.4832,0.709,Between RI-401/Exit 8 and I-95 - Accident.,NA,RI-4 N,R,East Greenwich,Kent,RI,2818,US,US/Eastern,KPVD,2016-05-25 16:51,89.1,NA,19,29.96,10,WNW,13.8,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1099559,2,2017-03-29T07:47:47Z,2017-03-29T13:47:47Z,42.00983,-88.20325,42.00722,-88.20324,0.18,At US-20/Lake St - Accident.,NA,State Route 59,R,Streamwood,Cook,IL,60107,US,US/Central,KDPA,2017-03-29 7:52,36,29,100,30.26,0.5,ENE,9.2,NA,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2898777,3,2018-08-15T18:15:10Z,2018-08-15T18:44:43Z,32.525661,-93.69915,32.525661,-93.69915,0,Left lane blocked due to accident on I-20 Westbound at Exit 22 LA-3105 Airline Dr.,NA,Airline Dr,R,Bossier City,Bossier,LA,71112,US,US/Central,KBAD,2018-08-15 17:56,93.6,NA,44,29.94,10,South,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-902500,2,2018-07-31T10:00:03Z,2018-07-31T10:43:07Z,40.057732,-75.301117,40.057732,-75.301117,0,Accident on PA-23 Conshohocken State Rd at PA-238 Spring Mill Rd.,1177,Conshohocken State Rd,R,Gladwyne,Montgomery,PA,19035-1141,US,US/Eastern,KLOM,2018-07-31 9:55,73.4,NA,83,30.13,NA,ESE,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1519601,2,2018-04-26T08:54:48Z,2018-04-26T09:24:28Z,40.700329,-75.15554,40.700329,-75.15554,0,Accident on NJ-57 at Strykers Rd.,NA,Strykers Rd,R,Phillipsburg,Warren,NJ,8865,US,US/Eastern,KABE,2018-04-26 8:51,54,NA,57,29.78,10,WNW,15,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1155841,2,2019-06-27T08:50:16Z,2019-06-27T09:19:53Z,32.814259,-96.677849,32.814259,-96.677849,0,Accident on Gross Rd at Rustown Dr.,8826,Rustown Dr,R,Dallas,Dallas,TX,75228-4762,US,US/Central,KDAL,2019-06-27 8:53,77,77,82,29.67,7,SW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1537480,2,2019-10-14T23:22:19Z,2019-10-14T23:52:07Z,32.92059,-96.75061,32.91633,-96.7429,0.535,At TX-5/Greenville Ave/Exit 18 - Accident.,NA,T I Blvd,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2019-10-14 23:15,68,68,97,29.27,4,SE,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2698777,1,2020-04-20T16:57:04Z,2020-04-20T17:12:04Z,28.25989,-81.59063,28.25989,-81.59063,0,At CR-532/Osceola Polk Line Rd - Accident.,7581,Osceola Polk Line Rd,R,Davenport,Osceola,FL,33896-9112,US,US/Eastern,KISM,2020-04-20 16:56,84,84,65,29.68,10,W,16,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1358030,3,2018-07-06T15:53:03Z,2018-07-06T16:22:45Z,33.912704,-118.180191,33.912704,-118.180191,0,Accident on I-105 Eastbound at Exit 13 I-710.,NA,I-105 E,R,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,2018-07-06 15:53,97,NA,23,29.81,10,West,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
