"","id","source","tmc","severity","start_time","end_time","distance_mi","description","number","street","side","city","county","state","country","timezone","airport_code","weather_timestamp","temperature_f","wind_chill_f","humidity_percent","pressure_in","visibility_mi","wind_direction","wind_speed_mph","precipitation_in","weather_condition","amenity","bump","crossing","give_way","junction","no_exit","railway","roundabout","station","stop","traffic_calming","traffic_signal","turning_loop","sunrise_sunset","civil_twilight","nautical_twilight","astronomical_twilight"
"1904","A-3095627","Bing",NA,2,2019-10-27 17:27:00,2019-10-27 21:19:32,0,"At Marysville Rd - Accident.",29185,"State Highway 49","R","North San Juan","Nevada","CA","US","US/Pacific","KGOO",2019-10-27 16:40:00,55,55,14,26.71,10,"E",13,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1905","A-2187451","MapQuest-Bing",245,3,2017-12-11 10:42:37,2017-12-11 11:12:15,0,"Two lanes blocked due to accident on I-70 Westbound before Exit 263 Denver West Blvd.",NA,"I-70 W","R","Golden","Jefferson","CO","US","US/Mountain","KBJC",2017-12-11 10:46:00,53.6,NA,13,30.36,50,"NNW",4.6,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1906","A-886224","MapQuest",201,3,2019-11-14 07:32:25,2019-11-14 08:47:10,0,"Accident on I-4 Westbound at Exits 87 88 FL-426 Fairbanks Ave.",2401,"Wellington Blvd","R","Winter Park","Orange","FL","US","US/Eastern","KORL",2019-11-14 07:53:00,67,67,73,30.01,10,"N",6,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1907","A-110353","MapQuest",201,2,2016-05-29 01:40:14,2016-05-29 02:25:14,0.01,"Accident on Temple St at Figueroa St.",760,"W Temple St","L","Los Angeles","Los Angeles","CA","US","US/Pacific","KCQT",2016-05-29 01:47:00,61,NA,75,29.96,10,"Calm",NA,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"1908","A-1555646","MapQuest",201,2,2018-10-01 08:48:12,2018-10-01 09:18:03,0,"Accident on Ponce de Leon Blvd Eastbound at The Mall.",917,"Ponce de Leon Blvd","R","Belleair","Pinellas","FL","US","US/Eastern","KPIE",2018-10-01 08:53:00,79,NA,88,30.14,10,"NE",9.2,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1909","A-1286607","MapQuest",201,2,2019-03-15 18:37:00,2019-03-15 19:06:06,0,"Right hand shoulder blocked due to accident on Palisades Interstate Pkwy Southbound at Exits 6E 6W Orangeburg Rd.",NA,"Palisades Interstate Pkwy S","R","Orangeburg","Rockland","NY","US","US/Eastern","KHPN",2019-03-15 18:56:00,55.9,NA,77,29.65,8,"SE",9.2,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1910","A-411796","MapQuest",201,2,2017-04-21 10:12:58,2017-04-21 10:57:29,0.01,"Accident on County Hwy-869 Summerlin Rd at College Pkwy.",NA,"Summerlin Rd","R","Fort Myers","Lee","FL","US","US/Eastern","KFMY",2017-04-21 09:53:00,77,NA,54,30.05,10,"SE",11.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1911","A-1660267","MapQuest",201,2,2018-09-19 10:29:41,2018-09-19 10:59:30,0,"Accident on Stassney Ln at Conestoga Trl.",1905,"E Stassney Ln","R","Austin","Travis","TX","US","US/Central","KAUS",2018-09-19 10:39:00,82.9,NA,72,29.99,10,"SW",6.9,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1912","A-3047121","Bing",NA,2,2019-12-11 09:13:00,2019-12-11 10:04:31,0,"At 65th St - Accident.",6939,"Stockton Blvd","L","Sacramento","Sacramento","CA","US","US/Pacific","KSAC",2019-12-11 08:53:00,54,54,83,30.23,3,"ESE",6,0,"Haze",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1913","A-534051","MapQuest",201,3,2020-05-13 12:57:53,2020-05-13 14:01:40,0,"Center lane blocked due to accident on I-95 Cross Bronx Expy Northbound at Exit 2B Webster Ave.",NA,"Cross Bronx Expy W","R","Bronx","Bronx","NY","US","US/Eastern","KLGA",2020-05-13 12:51:00,57,57,25,30.26,10,"WNW",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1914","A-1175358","MapQuest",201,2,2019-05-17 15:11:05,2019-05-17 16:28:43,0,"Accident on Colter St at 55th Ave.",5201,"N 55th Ave","L","Glendale","Maricopa","AZ","US","US/Mountain","KGEU",2019-05-17 15:07:00,77,77,19,28.66,10,"WSW",16,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1915","A-3270391","Bing",NA,2,2018-09-10 14:21:24,2018-09-10 14:50:40,0.409,"At 138th St/Graham Dairy Rd/Exit 2 - Accident. Right lane blocked.",NA,"I-75 S","R","Hialeah","Miami-Dade","FL","US","US/Eastern","KOPF",2018-09-10 13:53:00,86,NA,70,30,10,"SE",6.9,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1916","A-653074","MapQuest",201,2,2020-01-11 10:41:02,2020-01-11 11:40:32,0.419999986887,"Exit ramp from I-94 at Exit 223 to Edsel Ford Fwy Westbound shoulder blocked due to accident.",17356,"Evanston Ave","R","Detroit","Wayne","MI","US","US/Eastern","KDET",2020-01-11 10:53:00,37,26,96,29.17,1,"N",24,0.59,"Heavy Rain / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1917","A-921613","MapQuest-Bing",201,2,2019-09-30 18:06:06,2019-09-30 18:35:58,0,"Accident on I-880 Southbound at Exits 4B 4C US-101.",1218,"N 4th St","R","San Jose","Santa Clara","CA","US","US/Pacific","KSJC",2019-09-30 17:53:00,62,62,48,29.91,10,"NNW",17,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1918","A-1624233","MapQuest",241,2,2018-08-31 14:48:15,2018-08-31 15:17:54,0,"#2 lane blocked due to accident on Francisquito Ave at I-10.",13899,"Francisquito Ave","L","Baldwin Park","Los Angeles","CA","US","US/Pacific","KEMT",2018-08-31 14:46:00,89.6,NA,33,29.8,10,"SSE",6.9,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1919","A-2234211","MapQuest",201,2,2017-11-04 09:36:03,2017-11-04 10:05:51,0,"Accident on US-101 Southbound at Exit 6A Vermont Ave.",NA,"N Vermont Ave","R","Los Angeles","Los Angeles","CA","US","US/Pacific","KCQT",2017-11-04 09:47:00,64.9,NA,63,30.01,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1920","A-946037","MapQuest",201,3,2019-09-25 08:51:20,2019-09-25 09:30:00,0,"Right lane blocked and right hand shoulder blocked due to accident on I-440 Eastbound after Exits 1 1A US-70S West End Ave.",NA,"I-440 E","R","Nashville","Davidson","TN","US","US/Central","KBNA",2019-09-25 08:53:00,69,69,54,29.32,10,"S",3,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1921","A-268418","MapQuest",201,2,2017-01-05 17:32:54,2017-01-05 18:02:36,0,"Accident on 75th St between Rusk St and Tipps St.",NA,"Tipps St","R","Houston","Harris","TX","US","US/Central","KMCJ",2017-01-05 17:35:00,55.4,NA,82,29.85,6,"North",12.7,NA,"Overcast",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1922","A-1725703","MapQuest",201,2,2018-08-21 07:29:28,2018-08-21 07:59:11,0,"Restrictions due to accident on County Hwy-34 Randall Rd at Joy Ln.",NA,"15N871 Randall Rd","L","Elgin","Kane","IL","US","US/Central","KDPA",2018-08-21 07:39:00,69.1,NA,100,29.78,2,"NNW",3.5,0,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1923","A-1902112","MapQuest",201,2,2018-05-19 23:11:39,2018-05-19 23:56:18,0,"Accident on CA-57 Northbound at Exits 25A 25B CA-210.",NA,"CA-57 N","R","Glendora","Los Angeles","CA","US","US/Pacific","KPOC",2018-05-19 20:47:00,59,NA,88,29.94,10,"West",6.9,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1924","A-2823085","Bing",NA,2,2020-06-12 14:06:00,2020-06-12 14:57:51,0.096,"At Imperial Hwy - Accident.",NA,"Imperial Hwy","R","Lynwood","Los Angeles","CA","US","US/Pacific","KHHR",2020-06-12 13:53:00,69,69,61,29.97,10,"WSW",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1925","A-1294772","MapQuest",241,3,2019-03-20 13:50:54,2019-03-20 19:21:20,0,"Lane blocked due to accident on I-95 Northbound at Exit 10B FL-916 135th St.",NA,"I-95 S","R","Miami","Miami-Dade","FL","US","US/Eastern","KOPF",2019-03-20 13:53:00,77,NA,60,29.97,10,"North",10.4,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1926","A-585229","MapQuest",241,3,2020-03-09 15:22:22,2020-03-09 16:09:40,0,"Lane blocked due to accident on I-95 Southbound at Exit 8A NJ-32 Forsgate Dr.",NA,"New Jersey Tpke S","R","Monroe Township","Middlesex","NJ","US","US/Eastern","KTTN",2020-03-09 14:53:00,70,70,18,30.05,10,"W",8,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1927","A-1658374","MapQuest",201,2,2018-09-18 18:01:41,2018-09-18 18:31:25,0,"Accident on AZ-202 Loop at Exit 46 McQueen Rd.",NA,"AZ-202 Loop W","R","Chandler","Maricopa","AZ","US","US/Mountain","KCHD",2018-09-18 17:47:00,100.4,NA,21,29.7,10,"WSW",13.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1928","A-1878292","MapQuest",201,2,2018-05-09 20:04:18,2018-05-09 20:33:59,0,"Accident on W.T. Harris Blvd at Idlewild Rd.",NA,"E W.T. Harris Blvd","R","Charlotte","Mecklenburg","NC","US","US/Eastern","KCLT",2018-05-09 19:52:00,75,NA,50,30.05,10,"SSW",5.8,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1929","A-108678","MapQuest",201,2,2016-05-23 18:46:28,2016-05-23 19:31:28,0,"Accident on 72nd St near Atlantic Pl.",16399,"Atlantic Pl","R","Paramount","Los Angeles","CA","US","US/Pacific","KLGB",2016-05-23 18:53:00,66,NA,63,29.87,10,"WNW",10.4,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1930","A-2025264","MapQuest",201,3,2018-03-21 04:01:02,2018-03-21 04:45:37,0,"Accident on I-90 Eastbound before Exit 169 44th St.",NA,"Northwest Fwy W","R","Cleveland","Cuyahoga","OH","US","US/Eastern","KBKL",2018-03-21 03:53:00,30.9,23.5,76,29.75,2.5,"ENE",8.1,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1931","A-10400","MapQuest",201,2,2017-01-09 02:17:44,2017-01-09 03:02:24,0.01,"Right hand shoulder blocked due to accident on US-101 Northbound at Exit 394 County Hwy-G2 Lawrence Expy.",NA,"Lawrence Expy","R","Sunnyvale","Santa Clara","CA","US","US/Pacific","KNUQ",2017-01-09 01:56:00,57,NA,81,29.99,10,"WNW",4.6,0.16,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1932","A-1047179","MapQuest",201,2,2019-07-22 18:53:52,2019-07-22 19:38:36,0,"Accident on 32nd St at Hampton Rd.",3100,"Hampton Rd","L","Austin","Travis","TX","US","US/Central","KATT",2019-07-22 18:51:00,96,96,31,29.23,10,"VAR",3,0,"Fair",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1933","A-1853082","MapQuest",201,3,2018-06-27 05:49:41,2018-06-27 06:34:20,0,"Accident on I-110 Northbound at I-10.",NA,"CA-110 S","R","Los Angeles","Los Angeles","CA","US","US/Pacific","KCQT",2018-06-27 05:47:00,63,NA,87,29.93,6,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1934","A-288916","MapQuest",201,2,2016-10-04 15:03:55,2016-10-04 15:33:47,0,"Accident on Sawyer St at Edwards St.",1218,"Sawyer St","R","Houston","Harris","TX","US","US/Central","KMCJ",2016-10-04 14:55:00,89.6,NA,49,29.76,10,"East",12.7,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1935","A-670542","MapQuest",201,2,2020-01-21 07:35:11,2020-01-21 08:07:00,0,"Right hand shoulder blocked due to accident on CO-470 Westbound after CO-26 Alameda Pkwy.",NA,"CO-470 E","R","Golden","Jefferson","CO","US","US/Mountain","KBJC",2020-01-21 07:47:00,36,32,35,24.36,10,"WSW",5,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1936","A-2495725","Bing",NA,2,2017-01-16 20:17:42,2017-01-17 02:17:42,0.076,"At I-35/I-35w - Accident.",NA,"I-35E S","R","Hillsboro","Hill","TX","US","US/Central","KINJ",2017-01-16 20:15:00,57.2,NA,74,30.03,10,"North",6.9,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1937","A-1702620","MapQuest",201,2,2018-08-09 15:32:18,2018-08-09 16:01:57,0,"Accident on Farrel Rd Northbound at Kaliste Saloom Rd.",2701,"Kaliste Saloom Rd","L","Lafayette","Lafayette","LA","US","US/Central","KLFT",2018-08-09 15:49:00,78.8,NA,83,30.05,10,"West",6.9,0.43,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1938","A-2553548","Bing",NA,2,2016-08-08 09:25:28,2016-08-08 15:25:28,0.008,"At 138th Ave W - Accident.",NA,"W Bearss Ave","R","Tampa","Hillsborough","FL","US","US/Eastern","KVDF",2016-08-08 09:35:00,77,NA,89,30.01,2,"West",4.6,0.27,"Heavy Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1939","A-1536423","MapQuest",201,2,2018-11-20 17:20:08,2018-11-20 17:49:37,0,"Accident on Taylor Rd at I-85 Exit 9.",NA,"Taylor Rd","R","Montgomery","Montgomery","AL","US","US/Central","KMXF",2018-11-20 16:56:00,52.9,NA,57,30.19,10,"NNW",6.9,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1940","A-1234863","MapQuest",201,2,2019-04-15 06:49:07,2019-04-15 08:01:03,0,"Accident on FM-969 at Gilbert Rd.",13199,"FM 969","R","Austin","Travis","TX","US","US/Central","KAUS",2019-04-15 06:53:00,46,44,89,29.45,10,"S",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Day","Day","Day"
"1941","A-1465531","MapQuest",201,3,2018-12-15 17:15:46,2018-12-15 17:45:07,0,"Center lane blocked due to accident on I-195 Westbound at Exit 2B 36th St.",NA,"I-195 E","R","Miami","Miami-Dade","FL","US","US/Eastern","KMIA",2018-12-15 16:56:00,75,NA,94,30.04,10,"West",6.9,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1942","A-2358611","MapQuest",201,2,2017-09-07 16:35:09,2017-09-07 17:04:53,0.479999989271,"Accident on SC-12 Percival Rd between Lake Ave and Eagle Park Dr.",100,"Eagle Park Dr","R","Columbia","Richland","SC","US","US/Eastern","KCUB",2017-09-07 16:53:00,81,NA,27,30.06,10,"NW",5.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1943","A-1783589","MapQuest",201,3,2018-07-22 11:15:35,2018-07-22 12:01:00,9.10999965668,"Restrictions due to accident on I-95 Southbound between Exits 1 1A 1B US-301 and Exit 193 SC-9 Radford Blvd.",NA,"I-95 N","R","Dillon","Dillon","SC","US","US/Eastern","KMAO",2018-07-22 11:15:00,80.6,NA,74,29.79,5,"SSW",8.1,NA,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1944","A-955234","MapQuest",201,2,2019-09-03 14:44:41,2019-09-03 15:29:34,0,"Accident on Hillside Dr at Court St.",62,"Court St","R","Geneseo","Livingston","NY","US","US/Eastern","KDSV",2019-09-03 14:54:00,79,79,56,29.26,10,"S",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1945","A-2004240","MapQuest",241,2,2018-03-11 17:35:10,2018-03-11 18:04:37,0,"#4 lane blocked due to accident on CA-134 Westbound at Buena Vista St.",NA,"CA-134 W","R","Burbank","Los Angeles","CA","US","US/Pacific","KBUR",2018-03-11 17:53:00,64.9,NA,75,30.04,10,"Calm",NA,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1946","A-3479089","Bing",NA,2,2019-06-25 10:52:09,2019-06-25 11:20:38,0.333,"At CA-72/Whittier Blvd - Accident.",NA,"I-605 S","R","Whittier","Los Angeles","CA","US","US/Pacific","KEMT",2019-06-25 10:53:00,65,65,78,29.82,9,"SSW",7,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1947","A-2700618","Bing",NA,2,2017-07-05 20:11:30,2017-07-06 02:11:30,0.115,"At Davidson St/Exit 3 - Accident.",NA,"N Davidson St","R","Charlotte","Mecklenburg","NC","US","US/Eastern","KCLT",2017-07-05 19:52:00,75,NA,79,30.12,10,"WSW",9.2,NA,"Thunderstorm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1948","A-741981","MapQuest",201,3,2020-01-02 20:54:04,2020-01-02 22:43:26,5.71000003815,"Accident on GA-400 Southbound between Exit 6 Northridge Rd and Exits 5 5A 5B Abernathy Rd.",NA,"GA-400 N","R","Atlanta","Fulton","GA","US","US/Eastern","KPDK",2020-01-02 20:53:00,46,46,96,28.84,10,"VAR",3,0.01,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1949","A-2051029","MapQuest",201,3,2018-02-01 09:00:05,2018-02-01 09:29:32,0,"Center lane blocked due to accident on I-17 Black Canyon Fwy Southbound at Exit 214A-B Union Hills Dr.",NA,"Black Canyon Fwy S","R","Phoenix","Maricopa","AZ","US","US/Mountain","KDVT",2018-02-01 08:53:00,53.1,NA,34,30.06,10,"East",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1950","A-1341970","MapQuest",201,3,2019-02-10 06:11:34,2019-02-10 06:40:49,0,"Accident on I-580 Northbound at Exit 50 NV-429.",1211,"US Highway 395 N","L","Washoe Valley","Washoe","NV","US","US/Pacific","KCXP",2019-02-10 06:15:00,23,NA,93,29.67,2,"Calm",NA,NA,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1951","A-2470444","MapQuest",241,3,2017-08-27 12:36:18,2017-08-27 13:36:00,0,"Lane blocked due to accident on I-635 Westbound at Exit 13 Jupiter Rd.",NA,"Jupiter Rd","R","Dallas","Dallas","TX","US","US/Central","KDAL",2017-08-27 12:35:00,75.9,NA,91,30,9,"NE",6.9,0.27,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1952","A-1860037","MapQuest",201,3,2018-04-30 07:02:17,2018-04-30 07:31:46,0.259999990463,"Accident on exit ramp from I-80 Westbound at Exits 15 16 to Prater Way.",NA,"I-80 W","R","Sparks","Washoe","NV","US","US/Pacific","KRNO",2018-04-30 06:55:00,36,NA,79,30.01,10,"Calm",NA,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1953","A-2074937","MapQuest",201,2,2018-02-13 06:36:43,2018-02-13 07:05:05,0,"Accident on 122nd Ave at 18th St.",1699,"SW 122nd Ave","L","Miami","Miami-Dade","FL","US","US/Eastern","KTMB",2018-02-13 06:28:00,72,NA,91,30.31,10,"ESE",6.9,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Day","Day","Day"
"1954","A-2217067","MapQuest",201,2,2017-12-27 12:18:15,2017-12-27 12:48:00,0,"Accident on Corwin Ave both ways at Hillcrest St.",191,"Hillcrest St","L","Rochester","Monroe","NY","US","US/Eastern","KROC",2017-12-27 11:54:00,16,3.6,62,30.53,9,"WNW",10.4,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1955","A-3315906","Bing",NA,2,2018-05-04 13:01:54,2018-05-04 19:01:54,0.573,"Between US-44/Main St/Exit 50 and Asylum St/Capitol Ave/Exit 48 - Accident. Roadway reduced to 2 lanes.",NA,"US-6 W","R","Hartford","Hartford","CT","US","US/Eastern","KHFD",2018-05-04 12:53:00,75.9,NA,69,29.88,10,"SSW",8.1,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1956","A-2792675","Bing",NA,2,2020-06-24 11:20:31,2020-06-24 12:05:31,0,"At Whipp Rd - Accident.",6225,"Far Hills Ave","R","Dayton","Montgomery","OH","US","US/Eastern","KMGY",2020-06-24 10:53:00,74,74,55,28.87,10,"NW",13,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1957","A-1046502","MapQuest",201,2,2019-07-22 11:29:18,2019-07-22 12:33:44,0,"Left turn lane blocked due to accident on FL-823 57th Ave at 159th St.",NA,"NW 159th St","R","Hialeah","Miami-Dade","FL","US","US/Eastern","KOPF",2019-07-22 11:53:00,89,89,59,30.03,10,"ESE",12,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1958","A-2449691","MapQuest",201,2,2017-08-17 17:10:27,2017-08-17 17:39:57,0,"Lane blocked due to accident on FL-70 at Betts Rd.",31501,"State Road 70 E","R","Myakka City","Manatee","FL","US","US/Eastern","KSRQ",2017-08-17 16:53:00,86,NA,74,30.01,10,"NW",5.8,0.13,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1959","A-2279139","MapQuest",229,2,2017-11-29 07:31:29,2017-11-29 08:17:00,0,"Slow traffic due to accident on US-202 Markley St Southbound at James St.",298,"W Basin St","L","Norristown","Montgomery","PA","US","US/Eastern","KLOM",2017-11-29 07:35:00,41,NA,93,30.13,10,"Calm",NA,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
